fotograma;tipo_objeto;confianza;identificador_tracking;x1;y1;x2;y2;matricula_detectada;confianza_matricula;mx1;my1;mx2;my2;texto_matricula
1;car;0.84;1;1321;312;1398;371;0;0;;;;;
1;car;0.49;2;1231;313;1279;343;0;0;;;;;
2;car;0.81;1;1321;312;1397;371;0;0;;;;;
2;car;0.48;2;1231;313;1279;342;0;0;;;;;
3;car;0.82;1;1320;312;1395;371;0;0;;;;;
3;car;0.44;2;1230;313;1278;342;0;0;;;;;
4;car;0.84;1;1318;312;1395;371;0;0;;;;;
4;car;0.49;2;1230;314;1278;342;0;0;;;;;
5;car;0.82;1;1317;312;1394;371;0;0;;;;;
5;car;0.45;2;1232;314;1279;343;0;0;;;;;
6;car;0.81;1;1316;312;1392;370;0;0;;;;;
6;car;0.41;2;1232;313;1278;342;0;0;;;;;
7;car;0.8;1;1316;312;1390;370;0;0;;;;;
7;car;0.45;2;1232;314;1277;343;0;0;;;;;
8;car;0.79;1;1314;312;1389;369;0;0;;;;;
8;car;0.44;2;1230;314;1275;343;0;0;;;;;
9;car;0.78;1;1313;312;1387;368;0;0;;;;;
9;car;0.42;2;1229;315;1274;343;0;0;;;;;
10;car;0.8;1;1311;312;1386;368;0;0;;;;;
10;car;0.42;2;1229;315;1272;343;0;0;;;;;
11;car;0.8;1;1310;312;1385;367;0;0;;;;;
11;car;0.4;2;1228;315;1270;343;0;0;;;;;
12;car;0.78;1;1309;312;1384;368;0;0;;;;;
12;car;0.41;2;1228;315;1269;343;0;0;;;;;
13;car;0.79;1;1309;312;1382;368;0;0;;;;;
14;car;0.79;1;1309;312;1380;368;0;0;;;;;
15;car;0.78;1;1309;312;1378;368;0;0;;;;;
16;car;0.77;1;1308;312;1375;367;0;0;;;;;
17;car;0.78;1;1308;313;1374;367;0;0;;;;;
18;car;0.78;1;1308;313;1373;366;0;0;;;;;
19;car;0.77;1;1308;313;1372;367;0;0;;;;;
20;car;0.78;1;1308;314;1370;367;0;0;;;;;
21;car;0.75;1;1308;313;1369;368;0;0;;;;;
22;car;0.73;1;1308;313;1368;368;0;0;;;;;
22;car;0.36;2;1226;316;1262;341;0;0;;;;;
23;car;0.74;1;1308;313;1366;367;0;0;;;;;
23;car;0.39;2;1225;316;1261;341;0;0;;;;;
24;car;0.72;1;1308;313;1366;366;0;0;;;;;
24;car;0.41;2;1225;318;1261;341;0;0;;;;;
25;car;0.7;1;1308;312;1366;366;0;0;;;;;
25;car;0.46;2;1225;318;1261;342;0;0;;;;;
26;car;0.71;1;1308;312;1365;366;0;0;;;;;
26;car;0.44;2;1225;318;1261;342;0;0;;;;;
27;car;0.69;1;1308;311;1365;366;0;0;;;;;
27;car;0.45;2;1224;318;1261;342;0;0;;;;;
28;car;0.67;1;1308;310;1364;366;0;0;;;;;
28;car;0.43;2;1224;318;1261;342;0;0;;;;;
29;car;0.65;1;1307;309;1364;365;0;0;;;;;
29;car;0.43;2;1224;317;1261;342;0;0;;;;;
30;car;0.63;1;1307;308;1362;365;0;0;;;;;
30;car;0.4;2;1224;317;1261;342;0;0;;;;;
31;car;0.62;1;1306;307;1359;364;0;0;;;;;
31;car;0.35;2;1225;317;1260;342;0;0;;;;;
32;car;0.64;1;1305;308;1357;363;0;0;;;;;
33;car;0.64;1;1304;308;1356;363;0;0;;;;;
34;car;0.63;1;1303;308;1355;363;0;0;;;;;
35;car;0.62;1;1302;308;1354;363;0;0;;;;;
36;car;0.6;1;1302;309;1352;362;0;0;;;;;
37;car;0.6;1;1302;310;1351;362;0;0;;;;;
38;car;0.54;1;1302;311;1350;362;0;0;;;;;
39;car;0.49;1;1302;313;1348;362;0;0;;;;;
40;car;0.48;1;1302;314;1347;361;0;0;;;;;
41;car;0.45;1;1302;314;1347;362;0;0;;;;;
42;car;0.51;1;1303;315;1345;360;0;0;;;;;
43;car;0.46;1;1302;316;1344;360;0;0;;;;;
44;car;0.53;1;1302;316;1342;361;0;0;;;;;
45;car;0.42;1;1300;316;1341;361;0;0;;;;;
46;car;0.38;1;1300;315;1340;361;0;0;;;;;
47;car;0.38;1;1300;313;1340;359;0;0;;;;;
63;car;0.38;1;1289;322;1329;359;0;0;;;;;
64;car;0.41;1;1289;321;1328;358;0;0;;;;;
65;car;0.43;1;1288;319;1327;358;0;0;;;;;
66;car;0.44;1;1288;319;1326;359;0;0;;;;;
67;car;0.48;1;1287;318;1326;360;0;0;;;;;
68;car;0.46;1;1287;319;1325;359;0;0;;;;;
69;car;0.47;1;1287;320;1325;359;0;0;;;;;
70;car;0.51;1;1286;320;1326;360;0;0;;;;;
71;car;0.44;1;1286;319;1326;358;0;0;;;;;
72;car;0.52;1;1286;319;1324;358;0;0;;;;;
73;car;0.6;1;1286;318;1323;358;0;0;;;;;
74;car;0.59;1;1286;320;1323;357;0;0;;;;;
75;car;0.59;1;1285;321;1322;356;0;0;;;;;
76;car;0.53;1;1285;321;1321;355;0;0;;;;;
77;car;0.51;1;1285;317;1320;355;0;0;;;;;
78;car;0.55;1;1285;316;1318;356;0;0;;;;;
79;car;0.51;1;1285;313;1318;356;0;0;;;;;
80;car;0.43;1;1284;311;1318;355;0;0;;;;;
81;car;0.4;1;1284;311;1318;356;0;0;;;;;
82;car;0.37;1;1284;312;1317;356;0;0;;;;;
83;car;0.36;1;1284;313;1316;356;0;0;;;;;
84;car;0.38;1;1283;313;1315;355;0;0;;;;;
89;car;0.37;-1;1462;319;1515;379;0;0;;;;;
91;car;0.45;-1;1457;317;1516;381;0;0;;;;;
92;car;0.45;5;1460;317;1515;379;0;0;;;;;
93;car;0.56;5;1456;319;1515;379;0;0;;;;;
94;car;0.52;5;1454;320;1514;379;0;0;;;;;
95;car;0.59;5;1453;320;1514;379;0;0;;;;;
95;person;0.61;6;0;249;41;478;0;0;;;;;
96;car;0.61;5;1451;320;1513;380;0;0;;;;;
96;person;0.76;6;0;237;53;486;0;0;;;;;
97;car;0.73;5;1449;319;1513;381;0;0;;;;;
97;person;0.79;6;0;234;60;488;0;0;;;;;
98;car;0.71;5;1449;320;1514;381;0;0;;;;;
98;person;0.83;6;0;231;68;490;0;0;;;;;
99;car;0.72;5;1446;320;1514;381;0;0;;;;;
99;person;0.82;6;0;232;73;491;0;0;;;;;
100;car;0.71;5;1443;320;1514;381;0;0;;;;;
100;person;0.82;6;0;235;77;492;0;0;;;;;
101;car;0.67;5;1438;320;1516;381;0;0;;;;;
101;person;0.83;6;0;234;78;494;0;0;;;;;
102;car;0.7;5;1436;320;1516;381;0;0;;;;;
102;person;0.86;6;0;233;79;497;0;0;;;;;
103;car;0.7;5;1434;320;1517;382;0;0;;;;;
103;person;0.85;6;0;231;83;495;0;0;;;;;
104;car;0.72;5;1435;320;1518;382;0;0;;;;;
104;person;0.88;6;0;230;90;495;0;0;;;;;
105;car;0.73;5;1435;320;1518;382;0;0;;;;;
105;person;0.83;6;2;232;97;492;0;0;;;;;
106;car;0.73;5;1435;320;1519;382;0;0;;;;;
106;person;0.86;6;9;230;105;492;0;0;;;;;
107;car;0.74;5;1434;320;1519;382;0;0;;;;;
107;person;0.88;6;19;228;114;492;0;0;;;;;
108;car;0.73;5;1433;320;1519;382;0;0;;;;;
108;person;0.88;6;26;228;131;492;0;0;;;;;
108;car;0.41;1;1263;312;1298;347;0;0;;;;;
109;car;0.73;5;1433;320;1519;381;0;0;;;;;
109;person;0.85;6;30;229;147;491;0;0;;;;;
109;car;0.43;1;1262;313;1298;348;0;0;;;;;
110;car;0.74;5;1431;320;1518;381;0;0;;;;;
110;person;0.86;6;34;230;157;490;0;0;;;;;
110;car;0.46;1;1262;312;1298;348;0;0;;;;;
111;car;0.76;5;1431;321;1518;381;0;0;;;;;
111;person;0.87;6;38;232;164;488;0;0;;;;;
111;car;0.53;1;1262;312;1298;347;0;0;;;;;
112;car;0.76;5;1430;321;1518;381;0;0;;;;;
112;person;0.86;6;40;234;165;487;0;0;;;;;
112;car;0.51;1;1262;312;1298;348;0;0;;;;;
113;car;0.77;5;1428;321;1517;381;0;0;;;;;
113;person;0.85;6;40;239;169;487;0;0;;;;;
113;car;0.51;1;1262;312;1297;348;0;0;;;;;
114;car;0.78;5;1428;321;1517;382;0;0;;;;;
114;person;0.85;6;45;241;170;488;0;0;;;;;
114;car;0.51;1;1262;312;1296;347;0;0;;;;;
115;car;0.8;5;1425;320;1517;382;0;0;;;;;
115;person;0.83;6;51;240;170;490;0;0;;;;;
115;car;0.47;1;1262;312;1294;347;0;0;;;;;
116;car;0.79;5;1424;321;1517;382;0;0;;;;;
116;person;0.84;6;60;240;171;488;0;0;;;;;
116;car;0.44;1;1262;311;1294;347;0;0;;;;;
117;car;0.79;5;1421;321;1517;382;0;0;;;;;
117;person;0.81;6;74;239;172;485;0;0;;;;;
117;car;0.36;1;1262;312;1293;348;0;0;;;;;
118;car;0.8;5;1420;320;1517;382;0;0;;;;;
118;person;0.79;6;87;238;173;482;0;0;;;;;
119;car;0.8;5;1420;320;1516;382;0;0;;;;;
119;person;0.75;6;95;238;174;481;0;0;;;;;
119;car;0.41;1;1259;312;1291;346;0;0;;;;;
120;car;0.8;5;1418;321;1516;382;0;0;;;;;
120;person;0.73;6;101;240;180;479;0;0;;;;;
120;car;0.43;1;1259;313;1291;347;0;0;;;;;
121;car;0.76;5;1419;321;1516;382;0;0;;;;;
121;person;0.77;6;107;239;184;479;0;0;;;;;
121;car;0.39;1;1257;314;1291;348;0;0;;;;;
122;car;0.75;5;1417;321;1517;382;0;0;;;;;
122;person;0.77;6;111;241;191;480;0;0;;;;;
123;car;0.74;5;1418;321;1517;382;0;0;;;;;
123;person;0.81;6;113;242;200;479;0;0;;;;;
123;car;0.37;1;1255;313;1290;346;0;0;;;;;
124;car;0.74;5;1420;321;1517;382;0;0;;;;;
124;person;0.8;6;115;245;207;478;0;0;;;;;
124;car;0.4;1;1247;314;1289;346;0;0;;;;;
125;car;0.75;5;1421;321;1517;382;0;0;;;;;
125;person;0.79;6;116;248;213;477;0;0;;;;;
125;car;0.53;1;1244;315;1289;346;0;0;;;;;
126;car;0.75;5;1422;322;1517;381;0;0;;;;;
126;person;0.79;6;121;247;217;475;0;0;;;;;
126;car;0.48;1;1242;315;1289;347;0;0;;;;;
127;car;0.74;5;1421;322;1516;381;0;0;;;;;
127;person;0.81;6;125;242;221;475;0;0;;;;;
127;car;0.45;1;1241;315;1288;347;0;0;;;;;
127;car;0.4;10;1406;321;1489;376;0;0;;;;;
128;car;0.74;5;1422;322;1516;382;0;0;;;;;
128;person;0.81;6;130;238;223;475;0;0;;;;;
128;car;0.45;1;1240;315;1288;347;0;0;;;;;
128;car;0.41;10;1407;321;1476;376;0;0;;;;;
129;car;0.74;5;1427;321;1516;381;0;0;;;;;
129;person;0.78;6;141;244;226;474;0;0;;;;;
129;car;0.45;1;1241;315;1288;346;0;0;;;;;
129;car;0.45;10;1405;321;1463;376;0;0;;;;;
130;car;0.72;5;1431;321;1516;381;0;0;;;;;
130;person;0.75;6;148;245;229;472;0;0;;;;;
130;car;0.39;1;1242;315;1287;346;0;0;;;;;
130;car;0.48;10;1402;321;1456;375;0;0;;;;;
131;car;0.72;5;1432;321;1516;381;0;0;;;;;
131;person;0.79;6;156;244;233;471;0;0;;;;;
131;car;0.4;1;1243;315;1286;346;0;0;;;;;
131;car;0.49;10;1402;321;1456;376;0;0;;;;;
132;car;0.72;5;1430;321;1515;381;0;0;;;;;
132;person;0.83;6;161;247;239;470;0;0;;;;;
132;car;0.42;1;1243;314;1286;345;0;0;;;;;
132;car;0.47;10;1402;322;1458;375;0;0;;;;;
133;car;0.72;5;1424;321;1515;381;0;0;;;;;
133;person;0.83;6;167;246;245;470;0;0;;;;;
133;car;0.45;1;1243;315;1285;345;0;0;;;;;
133;car;0.46;10;1403;323;1457;375;0;0;;;;;
134;car;0.71;5;1424;321;1515;381;0;0;;;;;
134;person;0.85;6;171;241;251;469;0;0;;;;;
134;car;0.43;1;1241;315;1284;345;0;0;;;;;
134;car;0.43;10;1400;323;1457;374;0;0;;;;;
135;car;0.72;5;1424;321;1514;382;0;0;;;;;
135;person;0.85;6;178;240;259;467;0;0;;;;;
135;car;0.43;1;1241;315;1285;345;0;0;;;;;
135;car;0.42;10;1399;323;1457;374;0;0;;;;;
136;car;0.71;5;1424;321;1513;382;0;0;;;;;
136;person;0.83;6;182;241;273;467;0;0;;;;;
136;car;0.4;1;1240;315;1284;345;0;0;;;;;
136;car;0.45;10;1399;323;1457;374;0;0;;;;;
137;car;0.72;5;1420;320;1513;382;0;0;;;;;
137;person;0.82;6;185;246;279;468;0;0;;;;;
137;car;0.44;1;1240;315;1284;345;0;0;;;;;
137;car;0.44;10;1400;323;1459;374;0;0;;;;;
138;car;0.71;5;1420;320;1514;382;0;0;;;;;
138;person;0.83;6;188;250;282;468;0;0;;;;;
138;car;0.45;1;1240;315;1284;344;0;0;;;;;
138;car;0.45;10;1398;323;1458;374;0;0;;;;;
139;car;0.71;5;1419;320;1514;382;0;0;;;;;
139;person;0.85;6;191;256;284;469;0;0;;;;;
139;car;0.43;1;1240;316;1283;344;0;0;;;;;
139;car;0.46;10;1396;323;1458;373;0;0;;;;;
140;car;0.7;5;1419;321;1514;382;0;0;;;;;
140;person;0.86;6;193;257;287;469;0;0;;;;;
140;car;0.41;1;1239;316;1281;344;0;0;;;;;
140;car;0.47;10;1393;323;1458;372;0;0;;;;;
141;car;0.69;5;1420;320;1515;382;0;0;;;;;
141;person;0.86;6;196;262;288;469;0;0;;;;;
141;car;0.4;1;1237;316;1281;344;0;0;;;;;
141;car;0.45;10;1390;323;1457;372;0;0;;;;;
142;car;0.69;5;1420;321;1515;382;0;0;;;;;
142;person;0.86;6;200;257;289;468;0;0;;;;;
142;car;0.43;1;1237;316;1280;344;0;0;;;;;
142;car;0.44;10;1387;323;1458;372;0;0;;;;;
143;car;0.68;5;1422;321;1514;381;0;0;;;;;
143;person;0.84;6;205;255;290;467;0;0;;;;;
143;car;0.41;1;1236;316;1279;344;0;0;;;;;
143;car;0.43;10;1384;323;1462;372;0;0;;;;;
144;car;0.69;5;1423;321;1516;382;0;0;;;;;
144;person;0.82;6;212;254;290;465;0;0;;;;;
144;car;0.39;1;1236;316;1278;343;0;0;;;;;
144;car;0.42;10;1383;323;1462;372;0;0;;;;;
145;car;0.67;5;1424;322;1516;382;0;0;;;;;
145;person;0.83;6;221;248;292;464;0;0;;;;;
145;car;0.4;10;1382;323;1461;372;0;0;;;;;
146;car;0.66;5;1425;322;1516;382;0;0;;;;;
146;person;0.8;6;229;245;294;462;0;0;;;;;
146;car;0.46;10;1382;324;1450;368;0;0;;;;;
147;car;0.62;5;1425;322;1515;381;0;0;;;;;
147;person;0.8;6;233;244;296;461;0;0;;;;;
147;car;0.43;10;1384;324;1446;366;0;0;;;;;
148;car;0.56;5;1425;322;1512;381;0;0;;;;;
148;person;0.38;6;238;243;301;461;0;0;;;;;
148;car;0.5;10;1382;324;1446;366;0;0;;;;;
149;car;0.56;5;1426;322;1510;380;0;0;;;;;
149;car;0.55;10;1382;323;1444;365;0;0;;;;;
150;car;0.57;5;1426;322;1511;381;0;0;;;;;
150;car;0.56;10;1381;323;1442;365;0;0;;;;;
150;person;0.8;6;241;242;309;460;0;0;;;;;
151;car;0.58;5;1426;323;1511;381;0;0;;;;;
151;car;0.59;10;1381;323;1439;364;0;0;;;;;
151;car;0.42;13;1382;323;1454;371;0;0;;;;;
151;person;0.79;6;243;246;316;460;0;0;;;;;
152;car;0.56;5;1426;323;1509;381;0;0;;;;;
152;car;0.55;10;1381;323;1438;364;0;0;;;;;
152;car;0.41;13;1383;323;1454;371;0;0;;;;;
152;person;0.77;6;244;249;320;461;0;0;;;;;
153;car;0.55;5;1426;323;1508;381;0;0;;;;;
153;car;0.55;10;1381;323;1437;364;0;0;;;;;
153;car;0.41;13;1383;323;1455;371;0;0;;;;;
153;person;0.8;6;244;251;324;460;0;0;;;;;
154;car;0.53;5;1425;323;1507;381;0;0;;;;;
154;car;0.58;10;1379;323;1439;365;0;0;;;;;
154;car;0.42;13;1380;323;1455;372;0;0;;;;;
154;person;0.79;6;248;252;326;459;0;0;;;;;
155;car;0.53;5;1425;323;1505;381;0;0;;;;;
155;car;0.59;10;1377;323;1438;365;0;0;;;;;
155;car;0.39;13;1378;323;1455;372;0;0;;;;;
155;person;0.75;6;250;256;330;459;0;0;;;;;
156;car;0.51;5;1425;323;1504;379;0;0;;;;;
156;car;0.6;10;1377;323;1439;365;0;0;;;;;
156;car;0.4;13;1377;323;1455;372;0;0;;;;;
156;person;0.72;6;253;255;332;459;0;0;;;;;
157;car;0.53;5;1425;323;1508;378;0;0;;;;;
157;car;0.6;10;1377;324;1440;365;0;0;;;;;
157;person;0.8;6;259;253;335;452;0;0;;;;;
158;car;0.57;5;1424;323;1511;379;0;0;;;;;
158;car;0.59;10;1377;324;1439;365;0;0;;;;;
158;person;0.79;6;266;252;338;449;0;0;;;;;
158;car;0.38;13;1379;323;1455;371;0;0;;;;;
159;car;0.55;5;1425;323;1512;379;0;0;;;;;
159;car;0.57;10;1377;324;1443;365;0;0;;;;;
159;person;0.79;6;275;246;344;450;0;0;;;;;
160;car;0.54;5;1425;323;1512;379;0;0;;;;;
160;car;0.56;10;1377;324;1445;365;0;0;;;;;
160;person;0.8;6;282;244;350;450;0;0;;;;;
161;car;0.54;5;1425;323;1512;378;0;0;;;;;
161;car;0.57;10;1378;324;1445;365;0;0;;;;;
161;person;0.8;6;289;245;356;451;0;0;;;;;
162;car;0.53;5;1425;323;1512;378;0;0;;;;;
162;car;0.56;10;1378;324;1447;365;0;0;;;;;
162;person;0.79;6;292;250;360;451;0;0;;;;;
163;car;0.53;5;1425;323;1512;378;0;0;;;;;
163;car;0.56;10;1379;325;1446;365;0;0;;;;;
163;person;0.74;6;294;257;367;452;0;0;;;;;
164;car;0.53;5;1425;323;1513;378;0;0;;;;;
164;car;0.54;10;1378;325;1447;365;0;0;;;;;
164;person;0.73;6;298;262;373;451;0;0;;;;;
165;car;0.55;5;1424;323;1513;378;0;0;;;;;
165;car;0.54;10;1379;325;1447;365;0;0;;;;;
165;person;0.8;6;301;265;379;451;0;0;;;;;
166;car;0.55;5;1425;323;1513;378;0;0;;;;;
166;car;0.55;10;1379;325;1446;365;0;0;;;;;
166;person;0.82;6;302;262;383;451;0;0;;;;;
167;car;0.53;5;1425;323;1511;379;0;0;;;;;
167;car;0.53;10;1379;325;1446;365;0;0;;;;;
167;person;0.82;6;305;262;385;451;0;0;;;;;
167;car;0.37;13;1384;323;1455;372;0;0;;;;;
168;car;0.54;5;1425;323;1510;380;0;0;;;;;
168;car;0.55;10;1380;325;1446;365;0;0;;;;;
168;person;0.84;6;305;262;387;451;0;0;;;;;
168;car;0.37;13;1384;323;1455;372;0;0;;;;;
169;car;0.6;5;1425;323;1513;382;0;0;;;;;
169;car;0.57;10;1379;324;1442;365;0;0;;;;;
169;person;0.85;6;308;259;388;450;0;0;;;;;
169;car;0.35;13;1384;323;1452;371;0;0;;;;;
169;car;0.43;14;1365;321;1402;357;0;0;;;;;
170;car;0.59;5;1425;323;1514;382;0;0;;;;;
170;car;0.56;10;1380;324;1441;364;0;0;;;;;
170;person;0.81;6;312;258;390;450;0;0;;;;;
170;car;0.36;13;1384;323;1452;371;0;0;;;;;
170;car;0.5;14;1362;320;1400;357;0;0;;;;;
171;car;0.6;5;1425;323;1514;382;0;0;;;;;
171;car;0.58;10;1380;324;1440;364;0;0;;;;;
171;person;0.77;6;318;257;393;450;0;0;;;;;
171;car;0.36;13;1385;324;1451;370;0;0;;;;;
171;car;0.51;14;1362;320;1399;357;1;0.2767899691373863;1362;334;1399;356;2 conf(0.53)
172;car;0.6;5;1425;323;1514;382;0;0;;;;;
172;car;0.57;10;1380;324;1439;363;0;0;;;;;
172;person;0.76;6;326;257;395;448;0;0;;;;;
172;car;0.57;14;1361;320;1399;358;0;0;;;;;
173;car;0.59;5;1425;323;1514;382;0;0;;;;;
173;car;0.57;10;1381;324;1440;363;0;0;;;;;
173;person;0.77;6;332;259;396;447;0;0;;;;;
173;car;0.56;14;1361;320;1398;358;0;0;;;;;
173;car;0.36;13;1385;323;1451;371;0;0;;;;;
174;car;0.59;5;1425;323;1514;382;0;0;;;;;
174;car;0.58;10;1382;324;1439;363;0;0;;;;;
174;person;0.8;6;337;258;398;445;0;0;;;;;
174;car;0.57;14;1362;320;1398;357;0;0;;;;;
174;car;0.36;13;1384;324;1451;371;0;0;;;;;
175;car;0.58;5;1426;323;1514;381;0;0;;;;;
175;car;0.57;10;1382;324;1439;363;1;0.0;1382;336;1428;363; conf(0.61)
175;person;0.61;6;341;258;401;444;0;0;;;;;
175;car;0.56;14;1363;321;1398;357;0;0;;;;;
175;car;0.36;13;1384;324;1451;371;0;0;;;;;
176;car;0.56;5;1426;323;1514;380;0;0;;;;;
176;car;0.56;10;1382;324;1439;363;1;0.0;1382;336;1428;363; conf(0.61)
176;person;0.58;6;343;256;403;444;0;0;;;;;
176;car;0.58;14;1361;321;1398;357;0;0;;;;;
176;car;0.38;13;1384;324;1452;371;0;0;;;;;
177;car;0.56;5;1427;323;1513;380;0;0;;;;;
177;car;0.56;10;1382;324;1439;363;1;0.0;1382;336;1428;363; conf(0.61)
177;person;0.59;6;345;262;403;445;0;0;;;;;
177;car;0.61;14;1359;321;1398;357;0;0;;;;;
177;car;0.37;13;1384;324;1451;371;0;0;;;;;
178;car;0.54;5;1426;323;1512;381;0;0;;;;;
178;car;0.56;10;1382;324;1438;363;1;0.0;1382;335;1428;363; conf(0.61)
178;person;0.76;6;348;258;409;444;0;0;;;;;
178;car;0.61;14;1359;321;1399;357;0;0;;;;;
178;car;0.37;13;1384;324;1452;371;0;0;;;;;
179;car;0.55;5;1426;323;1512;380;0;0;;;;;
179;car;0.55;10;1382;324;1437;363;0;0;;;;;
179;person;0.8;6;348;255;413;444;0;0;;;;;
179;car;0.62;14;1359;321;1399;357;0;0;;;;;
179;car;0.37;13;1384;324;1452;371;0;0;;;;;
179;car;0.38;15;1348;320;1396;355;0;0;;;;;
180;car;0.54;5;1426;324;1511;379;0;0;;;;;
180;car;0.55;10;1382;324;1437;363;1;0.0;1382;336;1430;363; conf(0.61)
180;person;0.77;6;350;255;415;444;0;0;;;;;
180;car;0.63;14;1360;321;1400;357;0;0;;;;;
180;car;0.36;15;1348;320;1396;355;0;0;;;;;
181;car;0.51;5;1426;324;1510;379;0;0;;;;;
181;car;0.53;10;1382;324;1437;363;0;0;;;;;
181;person;0.75;6;349;255;418;443;0;0;;;;;
181;car;0.64;14;1360;321;1401;356;0;0;;;;;
181;car;0.43;15;1348;319;1395;354;0;0;;;;;
181;car;0.37;13;1384;324;1452;372;0;0;;;;;
182;car;0.5;5;1426;324;1508;379;0;0;;;;;
182;car;0.5;10;1382;324;1437;362;0;0;;;;;
182;person;0.73;6;349;257;423;444;0;0;;;;;
182;car;0.67;14;1357;321;1401;356;0;0;;;;;
182;car;0.41;15;1349;319;1394;354;0;0;;;;;
182;car;0.35;13;1385;324;1453;372;0;0;;;;;
183;car;0.47;5;1426;324;1506;379;0;0;;;;;
183;car;0.5;10;1382;324;1438;362;0;0;;;;;
183;person;0.73;6;355;259;425;443;0;0;;;;;
183;car;0.64;14;1355;321;1401;356;0;0;;;;;
183;car;0.43;15;1348;318;1393;354;0;0;;;;;
183;car;0.36;13;1385;324;1453;372;0;0;;;;;
184;car;0.49;5;1427;324;1505;378;0;0;;;;;
184;car;0.5;10;1383;324;1438;363;0;0;;;;;
184;person;0.76;6;360;262;428;442;0;0;;;;;
184;car;0.63;14;1356;321;1401;356;0;0;;;;;
184;car;0.43;15;1347;319;1392;354;0;0;;;;;
184;car;0.36;13;1385;324;1453;372;0;0;;;;;
185;car;0.49;5;1428;324;1504;378;0;0;;;;;
185;car;0.47;10;1382;324;1438;363;0;0;;;;;
185;person;0.76;6;366;263;430;440;0;0;;;;;
185;car;0.62;14;1357;321;1401;356;0;0;;;;;
185;car;0.44;15;1346;319;1391;354;0;0;;;;;
186;car;0.49;5;1428;324;1505;378;0;0;;;;;
186;car;0.48;10;1382;324;1438;362;0;0;;;;;
186;person;0.73;6;373;261;434;439;0;0;;;;;
186;car;0.63;14;1360;321;1401;356;0;0;;;;;
186;car;0.47;15;1344;319;1391;354;0;0;;;;;
187;car;0.51;5;1429;324;1505;378;0;0;;;;;
187;car;0.49;10;1383;324;1437;362;0;0;;;;;
187;person;0.74;6;379;258;439;440;0;0;;;;;
187;car;0.63;14;1362;321;1401;356;0;0;;;;;
187;car;0.45;15;1344;320;1391;353;0;0;;;;;
187;car;0.35;13;1385;324;1451;372;0;0;;;;;
188;car;0.51;5;1429;324;1504;378;0;0;;;;;
188;car;0.48;10;1383;324;1437;362;0;0;;;;;
188;person;0.75;6;382;258;444;440;0;0;;;;;
188;car;0.62;14;1363;322;1401;356;0;0;;;;;
188;car;0.44;15;1345;320;1391;353;0;0;;;;;
188;car;0.36;13;1386;324;1451;372;0;0;;;;;
189;car;0.51;5;1429;324;1504;378;0;0;;;;;
189;car;0.48;10;1383;324;1437;362;0;0;;;;;
189;person;0.78;6;386;257;448;438;0;0;;;;;
189;car;0.63;14;1362;322;1400;356;0;0;;;;;
189;car;0.49;15;1345;321;1392;353;0;0;;;;;
189;car;0.35;13;1386;324;1450;372;0;0;;;;;
190;car;0.52;5;1429;324;1505;378;0;0;;;;;
190;car;0.49;10;1383;324;1437;362;0;0;;;;;
190;person;0.75;6;392;257;452;437;0;0;;;;;
190;car;0.63;14;1361;322;1401;356;0;0;;;;;
190;car;0.52;15;1343;321;1392;353;0;0;;;;;
191;car;0.51;5;1429;324;1505;378;0;0;;;;;
191;car;0.48;10;1383;324;1437;362;0;0;;;;;
191;person;0.72;6;395;263;458;437;0;0;;;;;
191;car;0.63;14;1363;322;1400;356;0;0;;;;;
191;car;0.54;15;1342;321;1391;353;0;0;;;;;
191;car;0.35;13;1386;324;1448;372;0;0;;;;;
192;car;0.52;5;1429;324;1506;379;0;0;;;;;
192;car;0.48;10;1383;324;1438;362;0;0;;;;;
192;person;0.74;6;397;269;465;438;0;0;;;;;
192;car;0.62;14;1364;322;1400;356;0;0;;;;;
192;car;0.56;15;1341;321;1390;353;0;0;;;;;
192;car;0.35;13;1386;324;1448;372;0;0;;;;;
193;car;0.53;5;1429;323;1508;379;0;0;;;;;
193;car;0.46;10;1383;324;1437;362;0;0;;;;;
193;person;0.74;6;399;271;468;438;0;0;;;;;
193;car;0.61;14;1362;322;1399;356;0;0;;;;;
193;car;0.58;15;1340;321;1387;353;0;0;;;;;
194;car;0.53;5;1429;323;1509;379;0;0;;;;;
194;car;0.46;10;1384;325;1437;362;0;0;;;;;
194;person;0.77;6;400;275;472;438;0;0;;;;;
194;car;0.61;14;1361;322;1398;356;0;0;;;;;
194;car;0.59;15;1341;322;1386;353;0;0;;;;;
195;car;0.54;5;1429;323;1509;380;0;0;;;;;
195;car;0.47;10;1383;325;1436;361;0;0;;;;;
195;person;0.72;6;400;269;474;438;0;0;;;;;
195;car;0.61;14;1362;322;1398;356;0;0;;;;;
195;car;0.62;15;1340;322;1383;353;0;0;;;;;
196;car;0.54;5;1429;323;1509;380;0;0;;;;;
196;car;0.47;10;1383;325;1436;361;0;0;;;;;
196;person;0.72;6;401;267;476;438;0;0;;;;;
196;car;0.61;14;1363;322;1398;356;0;0;;;;;
196;car;0.61;15;1340;322;1381;353;0;0;;;;;
197;car;0.54;5;1429;323;1509;380;0;0;;;;;
197;car;0.46;10;1383;325;1436;362;0;0;;;;;
197;person;0.74;6;404;270;476;437;0;0;;;;;
197;car;0.58;14;1362;323;1397;356;0;0;;;;;
197;car;0.57;15;1342;322;1380;352;0;0;;;;;
