fotograma;tipo_objeto;confianza;identificador_tracking;x1;y1;x2;y2;matricula_detectada;confianza_matricula;mx1;my1;mx2;my2;texto_matricula
854;car;0.44;127;1387;324;1448;370;0;0;;;;;
854;car;0.6;116;1433;325;1513;380;0;0;;;;;
854;car;0.55;128;1361;323;1395;356;0;0;;;;;
854;car;0.59;133;1344;322;1385;352;0;0;;;;;
854;person;0.53;138;885;291;912;364;0;0;;;;;
855;car;0.48;121;1384;324;1438;362;0;0;;;;;
855;car;0.77;123;1234;317;1330;394;0;0;;;;;
855;car;0.46;127;1387;324;1449;370;0;0;;;;;
855;car;0.59;116;1433;325;1513;380;0;0;;;;;
855;car;0.59;128;1360;323;1396;356;0;0;;;;;
855;car;0.61;133;1344;322;1386;352;0;0;;;;;
855;person;0.63;138;886;291;913;364;0;0;;;;;
856;car;0.47;121;1384;324;1438;362;0;0;;;;;
856;car;0.81;123;1235;317;1331;394;0;0;;;;;
856;car;0.45;127;1387;324;1449;370;0;0;;;;;
856;car;0.58;116;1434;325;1513;380;0;0;;;;;
856;car;0.57;128;1361;323;1396;357;0;0;;;;;
856;car;0.61;133;1342;323;1386;353;0;0;;;;;
856;person;0.53;138;887;291;914;364;0;0;;;;;
857;car;0.48;121;1384;324;1438;362;0;0;;;;;
857;car;0.81;123;1236;317;1333;395;0;0;;;;;
857;car;0.45;127;1388;323;1449;370;0;0;;;;;
857;car;0.58;116;1434;325;1513;379;0;0;;;;;
857;car;0.58;128;1360;323;1396;357;0;0;;;;;
857;car;0.61;133;1341;323;1386;353;0;0;;;;;
857;person;0.38;138;888;292;915;364;0;0;;;;;
858;car;0.47;121;1384;324;1438;362;0;0;;;;;
858;car;0.77;123;1236;316;1335;395;0;0;;;;;
858;car;0.46;127;1388;323;1450;370;0;0;;;;;
858;car;0.58;116;1434;325;1513;379;0;0;;;;;
858;car;0.59;128;1360;323;1396;357;0;0;;;;;
858;car;0.61;133;1342;323;1386;353;0;0;;;;;
858;person;0.41;138;888;292;916;364;0;0;;;;;
859;car;0.49;121;1384;324;1438;362;0;0;;;;;
859;car;0.77;123;1236;317;1337;395;0;0;;;;;
859;car;0.46;127;1388;323;1450;370;0;0;;;;;
859;car;0.58;116;1434;325;1513;379;0;0;;;;;
859;car;0.57;128;1360;324;1396;357;0;0;;;;;
859;car;0.6;133;1342;323;1386;353;0;0;;;;;
859;person;0.51;138;889;291;916;364;0;0;;;;;
860;car;0.49;121;1384;324;1439;363;0;0;;;;;
860;car;0.77;123;1237;316;1339;396;0;0;;;;;
860;car;0.45;127;1388;323;1450;371;0;0;;;;;
860;car;0.59;116;1434;325;1513;379;0;0;;;;;
860;car;0.57;128;1359;324;1396;357;0;0;;;;;
860;car;0.57;133;1342;323;1387;352;0;0;;;;;
861;car;0.49;121;1383;324;1439;363;1;0.0;1383;335;1428;363; conf(0.67)
861;car;0.75;123;1237;316;1342;397;0;0;;;;;
861;car;0.44;127;1388;323;1450;371;0;0;;;;;
861;car;0.58;116;1434;325;1513;379;0;0;;;;;
861;car;0.55;128;1362;324;1396;357;0;0;;;;;
861;car;0.53;133;1342;323;1387;352;0;0;;;;;
862;car;0.49;121;1384;325;1438;363;0;0;;;;;
862;car;0.76;123;1238;316;1344;399;0;0;;;;;
862;car;0.43;127;1388;323;1449;371;0;0;;;;;
862;car;0.59;116;1434;325;1513;379;0;0;;;;;
862;car;0.54;128;1362;324;1396;357;0;0;;;;;
862;car;0.5;133;1342;324;1387;353;0;0;;;;;
863;car;0.48;121;1384;325;1439;363;1;0.0;1384;336;1428;363; conf(0.67)
863;car;0.77;123;1239;317;1346;401;0;0;;;;;
863;car;0.43;127;1388;323;1450;371;0;0;;;;;
863;car;0.58;116;1434;325;1513;379;0;0;;;;;
863;car;0.52;128;1360;325;1396;357;0;0;;;;;
863;car;0.47;133;1343;324;1388;353;0;0;;;;;
863;person;0.41;138;891;292;918;364;0;0;;;;;
864;car;0.47;121;1384;325;1439;363;1;0.0;1384;336;1428;363; conf(0.67)
864;car;0.79;123;1241;317;1348;402;1;0.0;1288;371;1312;380; conf(0.62)
864;car;0.43;127;1388;323;1450;371;0;0;;;;;
864;car;0.58;116;1434;325;1513;379;0;0;;;;;
864;car;0.55;128;1357;324;1395;357;0;0;;;;;
864;car;0.47;133;1343;324;1387;353;0;0;;;;;
864;person;0.42;138;891;292;919;364;0;0;;;;;
865;car;0.46;121;1384;325;1439;363;1;0.0;1384;336;1428;363; conf(0.67)
865;car;0.8;123;1242;317;1350;402;1;0.0;1289;372;1313;381; conf(0.62)
865;car;0.39;127;1387;324;1450;371;0;0;;;;;
865;car;0.6;116;1433;325;1513;380;0;0;;;;;
865;car;0.5;128;1360;325;1395;357;0;0;;;;;
865;car;0.35;133;1343;324;1383;353;0;0;;;;;
865;person;0.49;138;893;291;920;365;0;0;;;;;
866;car;0.46;121;1385;325;1439;363;0;0;;;;;
866;car;0.81;123;1242;316;1352;404;0;0;;;;;
866;car;0.4;127;1388;324;1450;371;0;0;;;;;
866;car;0.59;116;1434;325;1513;380;0;0;;;;;
866;car;0.52;128;1360;325;1395;356;0;0;;;;;
866;car;0.41;133;1343;325;1385;353;0;0;;;;;
866;person;0.44;138;893;291;920;365;0;0;;;;;
867;car;0.48;121;1385;325;1438;362;0;0;;;;;
867;car;0.81;123;1243;315;1355;404;1;0.0;1293;374;1316;383; conf(0.62)
867;car;0.41;127;1388;324;1450;371;0;0;;;;;
867;car;0.59;116;1434;325;1513;380;0;0;;;;;
867;car;0.52;128;1358;324;1395;356;0;0;;;;;
867;car;0.42;133;1343;325;1379;352;0;0;;;;;
867;person;0.36;138;893;291;921;365;0;0;;;;;
868;car;0.49;121;1386;325;1438;363;1;0.0;1386;335;1428;363; conf(0.67)
868;car;0.82;123;1244;316;1358;405;1;0.0;1293;375;1319;384; conf(0.62)
868;car;0.41;127;1388;323;1450;371;0;0;;;;;
868;car;0.58;116;1433;325;1513;380;0;0;;;;;
868;car;0.49;128;1356;324;1396;357;0;0;;;;;
868;car;0.35;133;1344;325;1384;352;0;0;;;;;
869;car;0.48;121;1386;324;1438;362;1;0.0;1386;337;1428;362; conf(0.67)
869;car;0.85;123;1245;315;1361;405;0;0;;;;;
869;car;0.41;127;1388;323;1451;371;0;0;;;;;
869;car;0.59;116;1433;325;1513;380;0;0;;;;;
869;car;0.5;128;1353;324;1396;356;0;0;;;;;
869;car;0.43;133;1345;324;1388;352;0;0;;;;;
869;car;0.44;149;1056;311;1129;344;0;0;;;;;
870;car;0.47;121;1386;324;1438;362;1;0.0;1386;337;1428;362; conf(0.67)
870;car;0.85;123;1245;316;1362;406;0;0;;;;;
870;car;0.39;127;1389;323;1450;371;0;0;;;;;
870;car;0.6;116;1433;325;1513;380;0;0;;;;;
870;car;0.51;128;1351;325;1396;357;0;0;;;;;
870;car;0.54;149;1057;312;1131;345;0;0;;;;;
871;car;0.47;121;1386;325;1438;362;1;0.0;1386;335;1428;362; conf(0.67)
871;car;0.85;123;1245;315;1365;408;0;0;;;;;
871;car;0.4;127;1389;323;1450;371;0;0;;;;;
871;car;0.59;116;1433;325;1513;380;0;0;;;;;
871;car;0.48;128;1352;325;1396;357;0;0;;;;;
871;car;0.47;149;1059;312;1133;345;0;0;;;;;
871;car;0.37;133;1347;323;1391;353;0;0;;;;;
872;car;0.46;121;1387;325;1438;363;1;0.0;1387;336;1428;363; conf(0.67)
872;car;0.85;123;1246;316;1367;412;0;0;;;;;
872;car;0.39;127;1389;323;1451;371;0;0;;;;;
872;car;0.59;116;1434;325;1513;380;0;0;;;;;
872;car;0.47;128;1352;324;1396;357;0;0;;;;;
872;car;0.43;149;1059;311;1134;345;0;0;;;;;
873;car;0.48;121;1386;325;1439;363;0;0;;;;;
873;car;0.86;123;1246;316;1369;413;0;0;;;;;
873;car;0.39;127;1389;323;1452;371;0;0;;;;;
873;car;0.59;116;1434;325;1513;380;0;0;;;;;
873;car;0.43;128;1355;324;1397;357;0;0;;;;;
873;car;0.47;149;1060;312;1131;346;0;0;;;;;
874;car;0.48;121;1387;325;1440;363;0;0;;;;;
874;car;0.86;123;1246;316;1373;416;1;0.0;1304;382;1331;392; conf(0.62)
874;car;0.4;127;1390;323;1453;371;0;0;;;;;
874;car;0.58;116;1434;324;1513;379;0;0;;;;;
874;car;0.38;128;1358;324;1396;357;0;0;;;;;
874;car;0.61;149;1060;313;1133;346;0;0;;;;;
875;car;0.5;121;1388;324;1440;364;0;0;;;;;
875;car;0.88;123;1247;316;1376;417;1;0.0;1306;382;1333;393; conf(0.62)
875;car;0.42;127;1391;323;1454;371;0;0;;;;;
875;car;0.58;116;1434;324;1513;379;0;0;;;;;
875;car;0.56;149;1062;313;1136;346;0;0;;;;;
876;car;0.49;121;1389;325;1441;364;0;0;;;;;
876;car;0.87;123;1250;317;1379;420;0;0;;;;;
876;car;0.42;127;1391;323;1453;371;0;0;;;;;
876;car;0.58;116;1434;325;1513;379;0;0;;;;;
876;car;0.62;149;1065;313;1140;347;0;0;;;;;
877;car;0.51;121;1389;325;1443;365;1;0.0;1389;336;1429;364; conf(0.67)
877;car;0.85;123;1249;315;1383;421;1;0.0;1309;385;1339;396; conf(0.62)
877;car;0.45;127;1391;324;1454;371;0;0;;;;;
877;car;0.58;116;1435;325;1513;379;0;0;;;;;
877;car;0.6;149;1067;312;1140;347;0;0;;;;;
878;car;0.5;121;1388;325;1445;365;0;0;;;;;
878;car;0.85;123;1250;316;1387;423;0;0;;;;;
878;car;0.35;127;1393;324;1453;372;0;0;;;;;
878;car;0.59;116;1435;325;1513;379;0;0;;;;;
878;car;0.56;149;1070;312;1141;346;0;0;;;;;
879;car;0.5;121;1388;326;1446;365;0;0;;;;;
879;car;0.84;123;1250;316;1390;426;1;0.0;1313;388;1343;399; conf(0.62)
879;car;0.59;116;1435;325;1513;380;0;0;;;;;
879;car;0.56;149;1074;312;1142;346;0;0;;;;;
880;car;0.5;121;1386;326;1446;365;0;0;;;;;
880;car;0.92;123;1251;316;1396;428;1;0.0;1316;389;1347;400; conf(0.62)
880;car;0.58;116;1435;324;1513;379;0;0;;;;;
880;car;0.59;149;1077;313;1143;345;0;0;;;;;
880;car;0.45;127;1389;324;1455;371;0;0;;;;;
881;car;0.5;121;1382;325;1448;366;0;0;;;;;
881;car;0.86;123;1252;315;1399;429;0;0;;;;;
881;car;0.57;116;1438;324;1513;380;0;0;;;;;
881;car;0.62;149;1079;312;1145;346;0;0;;;;;
882;car;0.51;121;1381;325;1447;367;0;0;;;;;
882;car;0.88;123;1254;316;1402;431;0;0;;;;;
882;car;0.57;116;1439;324;1512;380;0;0;;;;;
882;car;0.6;149;1080;313;1146;346;0;0;;;;;
883;car;0.86;123;1256;315;1407;433;1;0.0;1325;395;1357;406; conf(0.62)
883;car;0.57;116;1439;324;1512;380;0;0;;;;;
883;car;0.51;149;1086;311;1150;344;0;0;;;;;
883;car;0.49;127;1386;324;1455;371;0;0;;;;;
884;car;0.84;123;1258;315;1411;433;1;0.0;1328;396;1361;408; conf(0.62)
884;car;0.57;116;1440;324;1512;380;0;0;;;;;
884;car;0.53;149;1086;310;1154;344;0;0;;;;;
884;car;0.46;127;1387;324;1455;370;0;0;;;;;
885;car;0.83;123;1260;315;1414;436;0;0;;;;;
885;car;0.58;116;1440;324;1512;380;0;0;;;;;
885;car;0.48;149;1089;310;1157;343;0;0;;;;;
885;car;0.48;127;1389;324;1455;370;0;0;;;;;
886;car;0.81;123;1261;315;1420;438;1;0.0;1337;400;1368;413; conf(0.62)
886;car;0.6;116;1442;324;1513;380;0;0;;;;;
886;car;0.5;149;1093;310;1159;343;0;0;;;;;
886;car;0.43;127;1393;324;1455;370;0;0;;;;;
887;car;0.84;123;1261;316;1426;442;1;0.0;1341;402;1373;414; conf(0.62)
887;car;0.61;116;1442;324;1513;380;0;0;;;;;
887;car;0.55;149;1097;310;1160;343;0;0;;;;;
887;car;0.42;127;1397;324;1455;369;0;0;;;;;
888;car;0.85;123;1262;317;1431;446;1;0.0;1342;404;1378;417; conf(0.62)
888;car;0.61;116;1441;324;1513;380;0;0;;;;;
888;car;0.57;149;1099;309;1162;343;0;0;;;;;
888;car;0.37;127;1399;323;1454;368;0;0;;;;;
889;car;0.87;123;1263;316;1439;449;1;0.37682821674396444;1347;405;1382;418;1F conf(0.76)
889;car;0.6;116;1442;324;1513;380;0;0;;;;;
889;car;0.53;149;1100;307;1165;345;0;0;;;;;
890;car;0.87;123;1265;316;1445;452;1;0.37682821674396444;1351;407;1389;421;1F conf(0.76)
890;car;0.61;116;1443;324;1513;380;0;0;;;;;
890;car;0.55;149;1101;306;1166;346;0;0;;;;;
891;car;0.89;123;1265;317;1452;455;1;0.37682821674396444;1356;410;1394;423;1F conf(0.76)
891;car;0.57;116;1444;324;1513;380;0;0;;;;;
891;car;0.58;149;1103;306;1168;346;0;0;;;;;
892;car;0.88;123;1267;317;1459;458;1;0.37682821674396444;1362;412;1401;425;1F conf(0.76)
892;car;0.56;116;1444;325;1514;380;0;0;;;;;
892;car;0.6;149;1105;307;1168;346;0;0;;;;;
893;car;0.83;123;1269;317;1466;461;1;0.37682821674396444;1367;414;1408;428;1F conf(0.76)
893;car;0.54;116;1451;325;1513;380;0;0;;;;;
893;car;0.65;149;1106;308;1170;346;0;0;;;;;
894;car;0.87;123;1274;317;1475;467;1;0.37682821674396444;1375;416;1415;431;1F conf(0.76)
894;car;0.51;116;1456;324;1513;380;0;0;;;;;
894;car;0.56;149;1108;307;1171;347;0;0;;;;;
895;car;0.86;123;1276;317;1485;471;1;0.37682821674396444;1384;419;1423;434;1F conf(0.76)
895;car;0.52;116;1446;324;1514;380;0;0;;;;;
895;car;0.64;149;1109;308;1173;347;0;0;;;;;
896;car;0.87;123;1278;317;1495;475;1;0.37682821674396444;1390;423;1431;438;1F conf(0.76)
896;car;0.52;116;1453;325;1514;380;0;0;;;;;
896;car;0.6;149;1111;307;1175;346;0;0;;;;;
897;car;0.88;123;1280;317;1503;479;1;0.37682821674396444;1400;426;1441;442;1F conf(0.76)
897;car;0.47;116;1455;324;1513;381;0;0;;;;;
897;car;0.71;149;1112;308;1177;346;0;0;;;;;
898;car;0.87;123;1283;316;1514;484;1;0.37682821674396444;1405;429;1450;445;1F conf(0.76)
898;car;0.38;116;1459;324;1513;382;0;0;;;;;
898;car;0.66;149;1113;309;1178;346;0;0;;;;;
898;car;0.4;150;1243;314;1286;343;0;0;;;;;
899;car;0.87;123;1286;316;1526;490;1;0.37682821674396444;1415;433;1460;449;1F conf(0.76)
899;car;0.36;116;1465;323;1513;381;0;0;;;;;
899;car;0.71;149;1115;308;1180;347;0;0;;;;;
899;car;0.42;150;1243;313;1286;343;0;0;;;;;
900;car;0.86;123;1290;316;1539;495;1;0.37682821674396444;1425;437;1472;453;1F conf(0.76)
900;car;0.63;149;1116;308;1181;347;0;0;;;;;
900;car;0.38;150;1242;313;1287;343;0;0;;;;;
901;car;0.88;123;1292;317;1552;499;1;0.37682821674396444;1437;441;1485;458;1F conf(0.76)
901;car;0.59;149;1125;310;1182;346;0;0;;;;;
902;car;0.87;123;1295;317;1567;505;1;0.37682821674396444;1447;446;1498;463;1F conf(0.76)
902;car;0.58;149;1132;310;1184;346;0;0;;;;;
902;car;0.49;151;1116;309;1182;346;0;0;;;;;
903;car;0.88;123;1301;317;1583;512;1;0.8604287244101249;1460;450;1512;469;215 conf(0.78)
903;car;0.58;149;1134;310;1186;345;0;0;;;;;
904;car;0.9;123;1307;316;1601;520;1;0.8604287244101249;1470;454;1528;474;215 conf(0.78)
904;car;0.59;149;1132;310;1188;346;0;0;;;;;
904;car;0.5;152;1301;318;1343;353;0;0;;;;;
904;car;0.37;150;1242;314;1286;341;0;0;;;;;
904;car;0.38;151;1116;308;1183;345;0;0;;;;;
905;car;0.92;123;1312;316;1618;526;1;0.8604287244101249;1489;460;1545;479;215 conf(0.78)
905;car;0.55;149;1133;310;1189;345;0;0;;;;;
905;car;0.52;152;1302;319;1344;351;0;0;;;;;
905;car;0.46;151;1118;307;1187;347;0;0;;;;;
906;car;0.92;123;1317;317;1635;532;1;0.8604287244101249;1507;466;1564;485;215 conf(0.78)
906;car;0.55;149;1134;310;1190;346;0;0;;;;;
906;car;0.5;152;1302;320;1344;349;0;0;;;;;
906;car;0.36;151;1119;307;1190;348;0;0;;;;;
907;car;0.88;123;1324;318;1657;539;1;0.8604287244101249;1523;471;1584;492;215 conf(0.78)
907;car;0.57;149;1138;310;1191;346;0;0;;;;;
907;car;0.48;152;1302;320;1342;348;0;0;;;;;
907;car;0.37;150;1242;315;1284;341;0;0;;;;;
908;car;0.9;123;1330;318;1681;546;1;0.8604287244101249;1542;477;1605;499;215 conf(0.78)
908;car;0.64;149;1138;310;1192;346;0;0;;;;;
908;car;0.48;152;1302;320;1343;348;0;0;;;;;
908;car;0.38;150;1242;316;1283;341;0;0;;;;;
909;car;0.89;123;1337;318;1708;557;1;0.8604287244101249;1565;484;1629;507;215 conf(0.78)
909;car;0.68;149;1141;310;1193;346;0;0;;;;;
909;car;0.54;152;1302;320;1343;348;0;0;;;;;
909;car;0.39;150;1242;316;1281;341;0;0;;;;;
909;car;0.51;153;1342;323;1381;350;0;0;;;;;
910;car;0.88;123;1345;320;1735;565;1;0.8604287244101249;1588;492;1655;515;215 conf(0.78)
910;car;0.66;149;1142;310;1194;347;0;0;;;;;
910;car;0.56;152;1302;320;1344;348;0;0;;;;;
910;car;0.41;150;1242;317;1280;342;0;0;;;;;
910;car;0.51;153;1343;322;1382;352;0;0;;;;;
910;car;0.58;154;1348;323;1398;356;0;0;;;;;
911;car;0.89;123;1353;321;1765;574;1;0.8604287244101249;1614;500;1683;524;215 conf(0.78)
911;car;0.66;149;1141;310;1196;347;0;0;;;;;
911;car;0.56;152;1302;319;1345;348;0;0;;;;;
911;car;0.41;150;1242;317;1279;342;0;0;;;;;
911;car;0.52;153;1344;321;1383;351;0;0;;;;;
911;car;0.52;154;1349;323;1399;356;0;0;;;;;
912;car;0.9;123;1361;321;1798;581;1;0.8604287244101249;1642;510;1716;534;215 conf(0.78)
912;car;0.57;149;1148;311;1196;348;0;0;;;;;
912;car;0.55;152;1302;319;1345;347;0;0;;;;;
912;car;0.39;150;1242;317;1277;342;0;0;;;;;
912;car;0.49;153;1344;321;1383;351;0;0;;;;;
912;car;0.46;154;1350;324;1398;356;0;0;;;;;
913;car;0.92;123;1372;322;1835;593;0;0;;;;;
913;car;0.55;149;1150;311;1198;348;0;0;;;;;
913;car;0.55;152;1302;319;1345;348;0;0;;;;;
913;car;0.4;150;1241;316;1277;342;0;0;;;;;
913;car;0.55;153;1344;322;1384;351;0;0;;;;;
913;car;0.48;154;1359;324;1397;357;0;0;;;;;
913;car;0.35;121;1387;325;1447;361;0;0;;;;;
914;car;0.91;123;1383;323;1874;603;1;0.8604287244101249;1710;530;1789;556;215 conf(0.78)
914;car;0.58;149;1153;311;1199;348;0;0;;;;;
914;car;0.54;152;1302;319;1345;348;0;0;;;;;
914;car;0.38;150;1242;316;1277;342;0;0;;;;;
914;car;0.58;153;1344;322;1386;352;0;0;;;;;
914;car;0.5;154;1360;324;1395;357;0;0;;;;;
914;person;0.42;156;909;294;941;363;0;0;;;;;
914;car;0.5;121;1383;325;1443;361;0;0;;;;;
915;car;0.91;123;1396;322;1909;617;1;0.8604287244101249;1746;541;1833;570;215 conf(0.78)
915;car;0.56;149;1154;311;1199;348;0;0;;;;;
915;car;0.54;152;1303;320;1345;349;0;0;;;;;
915;car;0.4;150;1242;316;1277;342;0;0;;;;;
915;car;0.6;153;1344;321;1386;353;0;0;;;;;
915;car;0.55;154;1362;323;1396;356;0;0;;;;;
915;person;0.49;156;909;294;941;364;0;0;;;;;
915;car;0.54;121;1383;324;1441;362;0;0;;;;;
915;car;0.51;127;1389;324;1465;375;0;0;;;;;
916;car;0.92;123;1408;323;1920;629;1;0.8604287244101249;1794;554;1878;582;215 conf(0.78)
916;car;0.61;149;1155;311;1200;348;0;0;;;;;
916;car;0.54;152;1302;320;1345;349;0;0;;;;;
916;car;0.42;150;1242;316;1277;342;0;0;;;;;
916;car;0.6;153;1344;321;1386;353;0;0;;;;;
916;car;0.55;154;1363;323;1396;357;0;0;;;;;
916;car;0.51;121;1383;324;1438;360;0;0;;;;;
916;car;0.51;127;1394;324;1472;376;0;0;;;;;
917;car;0.92;123;1423;322;1920;643;0;0;;;;;
917;car;0.63;149;1156;311;1202;347;0;0;;;;;
917;car;0.53;152;1303;320;1345;349;0;0;;;;;
917;car;0.43;150;1242;316;1277;342;0;0;;;;;
917;car;0.6;153;1344;321;1386;353;0;0;;;;;
917;car;0.54;154;1363;323;1396;357;0;0;;;;;
917;car;0.47;121;1384;324;1436;360;1;0.0;1384;335;1428;360; conf(0.67)
917;car;0.42;127;1395;324;1466;376;0;0;;;;;
917;car;0.54;158;1425;324;1509;380;0;0;;;;;
917;car;0.43;159;1388;324;1453;370;0;0;;;;;
918;car;0.93;123;1439;323;1920;661;0;0;;;;;
918;car;0.64;149;1156;311;1203;347;0;0;;;;;
918;car;0.53;152;1302;320;1345;349;0;0;;;;;
918;car;0.43;150;1242;316;1277;342;0;0;;;;;
918;car;0.59;153;1344;321;1386;353;0;0;;;;;
918;car;0.54;154;1364;323;1397;357;0;0;;;;;
918;car;0.48;121;1383;324;1436;360;0;0;;;;;
918;car;0.52;158;1428;324;1514;380;0;0;;;;;
918;car;0.44;159;1387;323;1453;368;0;0;;;;;
919;car;0.93;123;1456;324;1920;679;0;0;;;;;
919;car;0.65;149;1157;311;1203;347;0;0;;;;;
919;car;0.54;152;1302;320;1345;349;0;0;;;;;
919;car;0.43;150;1242;316;1278;342;0;0;;;;;
919;car;0.59;153;1344;321;1386;352;0;0;;;;;
919;car;0.54;154;1365;323;1397;357;1;0.0;1365;323;1397;341; conf(0.67)
919;car;0.51;121;1383;324;1436;360;0;0;;;;;
919;car;0.57;158;1431;324;1515;380;0;0;;;;;
919;car;0.47;159;1387;323;1450;368;0;0;;;;;
920;car;0.93;123;1476;327;1920;701;0;0;;;;;
920;car;0.64;149;1157;311;1204;346;0;0;;;;;
920;car;0.54;152;1302;320;1345;349;0;0;;;;;
920;car;0.42;150;1243;316;1279;342;0;0;;;;;
920;car;0.58;153;1344;321;1386;353;0;0;;;;;
920;car;0.53;154;1365;323;1396;357;1;0.0;1365;323;1396;339; conf(0.67)
920;car;0.49;121;1383;324;1436;361;0;0;;;;;
920;car;0.59;158;1432;324;1514;380;0;0;;;;;
920;car;0.44;159;1387;323;1450;369;0;0;;;;;
921;car;0.94;123;1498;329;1920;718;0;0;;;;;
921;car;0.58;149;1157;311;1204;346;0;0;;;;;
921;car;0.54;152;1302;319;1345;348;0;0;;;;;
921;car;0.41;150;1243;316;1279;341;0;0;;;;;
921;car;0.59;153;1344;321;1385;353;0;0;;;;;
921;car;0.53;154;1364;323;1396;357;0;0;;;;;
921;car;0.5;121;1383;324;1436;361;0;0;;;;;
921;car;0.61;158;1432;324;1514;380;0;0;;;;;
921;car;0.45;159;1386;323;1449;368;0;0;;;;;
922;car;0.93;123;1521;331;1920;743;0;0;;;;;
922;car;0.62;149;1158;311;1205;347;0;0;;;;;
922;car;0.55;152;1302;319;1345;348;0;0;;;;;
922;car;0.4;150;1243;315;1279;342;0;0;;;;;
922;car;0.59;153;1344;321;1385;352;0;0;;;;;
922;car;0.53;154;1365;323;1396;357;1;0.0;1365;323;1396;339; conf(0.67)
922;car;0.51;121;1383;324;1436;360;0;0;;;;;
922;car;0.6;158;1432;324;1514;381;0;0;;;;;
922;car;0.46;159;1386;324;1448;368;0;0;;;;;
923;car;0.93;123;1546;334;1920;770;0;0;;;;;
923;car;0.66;149;1159;311;1206;348;0;0;;;;;
923;car;0.54;152;1302;319;1345;348;0;0;;;;;
923;car;0.4;150;1243;316;1279;342;0;0;;;;;
923;car;0.59;153;1343;321;1385;352;0;0;;;;;
923;car;0.52;154;1365;323;1396;357;1;0.0;1365;323;1396;339; conf(0.67)
923;car;0.49;121;1383;324;1436;360;0;0;;;;;
923;car;0.61;158;1431;325;1514;381;0;0;;;;;
923;car;0.43;159;1386;324;1449;367;0;0;;;;;
924;car;0.94;123;1575;334;1920;752;0;0;;;;;
924;car;0.65;149;1159;311;1206;348;0;0;;;;;
924;car;0.54;152;1302;319;1345;348;0;0;;;;;
924;car;0.39;150;1243;316;1279;342;0;0;;;;;
924;car;0.58;153;1344;321;1385;352;0;0;;;;;
924;car;0.52;154;1365;323;1396;357;1;0.0;1365;323;1396;339; conf(0.67)
924;car;0.49;121;1383;324;1436;360;0;0;;;;;
924;car;0.61;158;1431;325;1513;381;0;0;;;;;
924;car;0.44;159;1386;324;1448;367;0;0;;;;;
925;car;0.93;123;1606;337;1920;736;0;0;;;;;
925;car;0.68;149;1159;310;1206;348;0;0;;;;;
925;car;0.54;152;1303;319;1344;348;0;0;;;;;
925;car;0.37;150;1244;316;1279;342;0;0;;;;;
925;car;0.59;153;1344;322;1385;352;0;0;;;;;
925;car;0.52;154;1364;323;1396;357;0;0;;;;;
925;car;0.5;121;1383;324;1437;361;1;0.0;1383;335;1428;361; conf(0.67)
925;car;0.59;158;1431;325;1513;380;0;0;;;;;
925;car;0.48;159;1386;324;1448;368;0;0;;;;;
926;car;0.91;123;1643;342;1920;727;0;0;;;;;
926;car;0.7;149;1159;309;1207;348;0;0;;;;;
926;car;0.54;152;1303;319;1344;348;0;0;;;;;
926;car;0.36;150;1244;316;1279;342;0;0;;;;;
926;car;0.59;153;1344;322;1385;352;0;0;;;;;
926;car;0.53;154;1364;323;1396;356;0;0;;;;;
926;car;0.5;121;1383;324;1437;361;1;0.0;1383;335;1428;361; conf(0.67)
926;car;0.57;158;1431;325;1513;380;0;0;;;;;
926;car;0.46;159;1386;324;1449;368;0;0;;;;;
926;car;0.36;162;1217;321;1248;343;0;0;;;;;
927;car;0.89;123;1686;348;1920;724;0;0;;;;;
927;car;0.72;149;1158;309;1207;348;0;0;;;;;
927;car;0.56;152;1303;319;1344;348;0;0;;;;;
927;car;0.58;153;1344;322;1385;352;0;0;;;;;
927;car;0.53;154;1366;323;1397;357;1;0.0;1366;323;1397;339; conf(0.67)
927;car;0.49;121;1383;324;1438;361;0;0;;;;;
927;car;0.56;158;1432;325;1513;380;0;0;;;;;
927;car;0.49;159;1387;324;1449;369;0;0;;;;;
927;car;0.4;162;1214;321;1249;344;0;0;;;;;
928;car;0.89;123;1732;371;1920;732;0;0;;;;;
928;car;0.72;149;1157;308;1208;348;0;0;;;;;
928;car;0.55;152;1303;319;1344;348;0;0;;;;;
928;car;0.58;153;1344;322;1386;353;0;0;;;;;
928;car;0.53;154;1367;323;1397;357;0;0;;;;;
928;car;0.49;121;1383;324;1439;361;0;0;;;;;
928;car;0.56;158;1432;325;1513;379;0;0;;;;;
928;car;0.48;159;1387;324;1449;369;0;0;;;;;
928;car;0.39;162;1212;321;1249;344;0;0;;;;;
929;car;0.78;123;1783;413;1920;750;0;0;;;;;
929;car;0.72;149;1156;307;1208;348;0;0;;;;;
929;car;0.55;152;1303;319;1344;348;0;0;;;;;
929;car;0.56;153;1344;322;1385;353;0;0;;;;;
929;car;0.51;154;1368;323;1397;357;0;0;;;;;
929;car;0.48;121;1383;324;1438;361;0;0;;;;;
929;car;0.53;158;1432;325;1514;379;0;0;;;;;
929;car;0.47;159;1387;324;1450;369;0;0;;;;;
929;car;0.4;162;1212;321;1249;344;0;0;;;;;
930;car;0.42;123;1841;450;1920;768;0;0;;;;;
930;car;0.77;149;1156;307;1209;349;0;0;;;;;
930;car;0.56;152;1303;319;1344;348;0;0;;;;;
930;car;0.57;153;1344;321;1385;353;0;0;;;;;
930;car;0.53;154;1367;323;1398;357;0;0;;;;;
